gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,group
MAF,7.03E-06,3.217353504,0.757,0.514,0.238039632,UP
SLC39A1,NA,3.209959663,0.757,0.257,NA,NO
ELF4,1.20E-17,3.209453366,0.557,0.214,4.07E-13,DIFF
SLC15A3,1.46E-18,3.208359724,0.871,0.157,4.94E-14,UP
PRG2,NA,3.206107338,0.157,0,NA,NO
LY96,6.68E-17,3.200785965,0.729,0.271,2.26E-12,UP
RPS19,1.98E-35,3.199244075,1,0.843,6.71E-31,DIFF
ZFP36,1.04E-08,3.192871994,0.957,0.243,0.000352427,UP
SYNGR2,1.93E-14,3.183619409,0.871,0.229,6.53E-10,UP
GNG5,9.36E-26,3.182730354,0.986,0.486,3.17E-21,UP
LINC01480,3.08E-13,3.178018683,0.457,0.029,1.04E-08,UP
RARRES3,NA,3.168352582,0.529,0.043,NA,NO
PLP2,1.19E-14,3.163322267,0.471,0.029,4.03E-10,DIFF
LILRA2,4.28E-11,3.152250109,0.357,0.043,1.45E-06,DIFF
CTSB,2.40E-37,3.151098357,1,0.929,8.12E-33,DIFF
TAL1,2.71E-13,3.148487831,0.6,0.029,9.19E-09,UP
UNC93B1,1.60E-16,3.146015024,0.771,0.143,5.43E-12,UP
TIFA,2.72E-06,3.141949429,0.243,0.043,0.092099644,DIFF
LINC01272,1.63E-09,3.133445307,0.4,0.043,5.52E-05,DIFF
TAGAP,1.41E-07,3.129079949,0.457,0.086,0.004767489,DIFF
SIRPB2,2.62E-10,3.127588055,0.314,0.029,8.89E-06,UP
SLC26A2,2.69E-11,3.127408169,0.414,0.086,9.11E-07,DIFF
OGFRL1,1.44E-18,3.127050108,0.986,0.686,4.86E-14,UP
MMP9,NA,3.124545098,0.243,0.043,NA,NO
TMEM176B,1.77E-10,3.118730195,0.886,0.129,6.01E-06,DIFF
APOC1,8.31E-15,3.114600161,0.957,0.314,2.82E-10,DIFF
CD99P1,6.88E-14,3.108969253,0.643,0.029,2.33E-09,DIFF
CMTM7,1.58E-12,3.106696332,0.829,0.329,5.35E-08,UP
FBP1,3.47E-15,3.105073857,0.486,0.171,1.18E-10,DIFF
IL6R,6.82E-17,3.099274647,0.871,0.543,2.31E-12,UP
CD58,5.12E-10,3.089908779,0.8,0.314,1.73E-05,UP
HLA-C,8.37E-21,3.085513306,1,0.557,2.83E-16,UP
ORAI3,1.05E-08,3.085247287,0.429,0.043,0.000354363,DIFF
SLC1A5,8.85E-21,3.084702875,0.871,0.357,3.00E-16,DIFF
TLR7,2.32E-06,3.071790683,0.3,0.043,0.078484031,UP
TAGLN2,3.89E-08,3.071002588,0.614,0.114,0.00131643,DIFF
SH3BGRL3,1.14E-21,3.061464464,0.986,0.686,3.87E-17,DIFF
CKLF,4.79E-17,3.060175515,0.829,0.143,1.62E-12,DIFF
MYL12A,1.32E-16,3.056345508,0.971,0.257,4.48E-12,DIFF
SLC39A12,0.000206871,3.055282436,0.3,0.186,1,DIFF
RPL11,9.57E-26,3.050626073,1,0.657,3.24E-21,DIFF
OAS2,NA,3.049925225,0.243,0.143,NA,NO
CD37,1.72E-19,3.047453919,0.886,0.1,5.82E-15,UP
TMSB4XP8,8.49E-46,3.046776771,1,0.929,2.88E-41,DIFF
ITPR2,3.33E-15,3.039030348,0.986,0.614,1.13E-10,UP
EEF1A1,1.50E-30,3.038772684,1,0.886,5.07E-26,DIFF
CD69,0.000185324,3.037182016,0.286,0.043,1,DIFF
INPP5D,8.81E-11,3.032205425,0.7,0.386,2.98E-06,UP
CCND1,2.15E-12,3.03169266,0.786,0.171,7.29E-08,DIFF
HLA-DQA2,1.50E-14,3.030161971,0.529,0.014,5.07E-10,DIFF
SP100,1.86E-10,3.025995209,0.786,0.186,6.32E-06,UP
CARD11,1.64E-17,3.017440448,0.743,0.386,5.55E-13,UP
RNASE1,0.001957449,3.01361627,0.257,0.043,1,UP
IRAK1,2.67E-15,3.006116534,0.929,0.314,9.03E-11,DIFF
STXBP2,8.26E-10,3.0050239,0.743,0.186,2.80E-05,DIFF
IKBKE,NA,3.003638577,0.543,0.114,NA,NO
SHE,3.69E-14,3,0.443,0.1,1.25E-09,DIFF
APOE,1.22E-14,2.998888993,1,0.614,4.12E-10,UP
BID,6.12E-16,2.993717948,0.957,0.557,2.07E-11,DIFF
ENG,2.61E-17,2.992678089,0.829,0.414,8.85E-13,UP
GPX1P1,5.13E-27,2.991303801,0.871,0.214,1.74E-22,DIFF
NFKBID,7.11E-15,2.986364016,0.929,0.486,2.41E-10,DIFF
TNFAIP2,3.85E-07,2.983794108,0.471,0.114,0.013034652,UP
LRRC25,NA,2.982359841,0.271,0.029,NA,NO
LMO2,2.20E-17,2.980286492,0.771,0.143,7.45E-13,UP
NIPAL4,0.0010891,2.979474137,0.4,0.086,1,DIFF
TMC6,2.92E-13,2.977279923,0.5,0.171,9.90E-09,UP
LRP10,9.54E-14,2.976074161,0.7,0.129,3.23E-09,DIFF
CTSZ,1.43E-14,2.970974979,0.729,0.186,4.85E-10,DIFF
POLD4,1.51E-10,2.960938185,0.8,0.186,5.12E-06,UP
HCG22,9.74E-07,2.960471636,0.229,0.057,0.03301428,UP
FGR,0.000132476,2.95836271,0.614,0.157,1,DIFF
RPLP0,1.39E-25,2.957115059,1,0.7,4.70E-21,DIFF
TLR3,0.000403982,2.955525371,0.2,0,1,DIFF
GPSM3,2.11E-22,2.95419631,0.929,0.186,7.16E-18,DIFF
CSF2RB,1.42E-07,2.953540689,0.286,0.014,0.004796335,DIFF
LTBR,1.43E-12,2.941300626,0.586,0.043,4.86E-08,DIFF
ABCA1,1.38E-10,2.938511478,0.8,0.457,4.69E-06,DIFF
RPL34,1.16E-26,2.934218227,1,0.8,3.91E-22,DIFF
LPAR5,4.33E-15,2.934112064,0.729,0.157,1.47E-10,UP
MITF,7.50E-10,2.933736324,0.643,0.343,2.54E-05,DIFF
ARHGAP30,5.13E-09,2.929074436,0.543,0.243,0.000173894,UP
HK2,4.35E-07,2.923169415,0.557,0.143,0.014728395,UP
DBI,2.50E-13,2.921927049,1,0.529,8.47E-09,DIFF
HPSE,4.99E-08,2.920897454,0.257,0.086,0.001689941,DIFF
FTH1P20,5.03E-40,2.919917276,0.986,0.814,1.70E-35,DIFF
IL10,NA,2.916320009,0.214,0.014,NA,NO
TMSB4X,2.41E-44,2.915727821,1,0.986,8.16E-40,UP
RAB3IL1,8.66E-16,2.911726064,0.657,0.2,2.93E-11,DIFF
FYB,2.83E-09,2.911078812,0.886,0.271,9.57E-05,UP
UBA7,1.29E-08,2.906261833,0.643,0.086,0.000438177,UP
SCARF1,2.44E-09,2.905231372,0.586,0.143,8.27E-05,DIFF
DDX60L,NA,2.901494455,0.471,0.286,NA,NO
S100A10,NA,2.90133107,0.371,0.043,NA,NO
LPL,2.21E-05,2.900866808,0.586,0.314,0.750375084,DIFF
RPS3,1.64E-22,2.898525143,1,0.8,5.57E-18,DIFF
VIM,2.87E-05,2.889477155,0.5,0.243,0.971955831,DIFF
RPS18,2.49E-28,2.888657509,1,0.857,8.43E-24,DIFF
CLCF1,6.93E-07,2.885357434,0.243,0.029,0.023479832,DIFF
TUBA1C,2.62E-11,2.884856701,0.829,0.629,8.87E-07,DIFF
JDP2,3.35E-12,2.884759426,0.8,0.357,1.13E-07,DIFF
IL1R1,2.51E-05,2.879611011,0.514,0.229,0.852036687,DIFF
PRKX,4.20E-14,2.879145605,0.614,0.357,1.42E-09,UP
SH3BP2,5.72E-15,2.877166825,0.757,0.129,1.94E-10,UP
IFI44,NA,2.876638911,0.357,0.014,NA,NO
IGFLR1,4.05E-09,2.874469118,0.5,0.1,0.000137379,DIFF
HMG20B,NA,2.869088563,0.657,0.129,NA,NO
SIGLEC14,1.92E-11,2.867061168,0.429,0.014,6.51E-07,DIFF
CTSS,7.32E-15,2.864705365,0.871,0.457,2.48E-10,UP
RPS2P5,4.16E-30,2.863247684,0.971,0.6,1.41E-25,DIFF
IL2RA,9.02E-09,2.857507126,0.4,0.171,0.000305765,DIFF
GCH1,8.02E-11,2.856701713,0.843,0.471,2.72E-06,DIFF
RUNX1-IT1,1.60E-06,2.849665727,0.243,0.014,0.054305152,DIFF
LINC01136,1.14E-11,2.846349054,0.414,0.043,3.85E-07,DIFF
PTPN6,1.83E-13,2.841500767,0.814,0.329,6.20E-09,UP
EIF4E,1.56E-30,2.8399345,0.986,0.886,5.28E-26,DIFF
FPR3,NA,2.838326309,0.2,0.029,NA,NO
MYD88,0.000148662,2.829094574,0.343,0.043,1,DIFF
METTL7A,6.59E-07,2.82837562,0.743,0.243,0.022340965,UP
OLFML2B,5.08E-08,2.821499104,0.386,0.029,0.001720089,DIFF
MSLN,4.29E-08,2.821402697,0.314,0.014,0.001451993,DIFF
TEX14,3.46E-12,2.813465457,0.914,0.586,1.17E-07,UP
LYL1,2.87E-12,2.810029056,0.443,0.029,9.72E-08,DIFF
ST6GAL1,4.70E-17,2.808909018,0.986,0.771,1.59E-12,UP
EFEMP1,NA,2.808206321,0.157,0.086,NA,NO
NXPH1,NA,2.807354922,0.314,0.3,NA,NO
DRAM1,NA,2.804693122,0.486,0.257,NA,NO
IPCEF1,3.29E-14,2.802849136,0.971,0.729,1.12E-09,UP
WIPF1,4.44E-12,2.802193217,0.757,0.229,1.50E-07,UP
PRR5,2.39E-10,2.800918227,0.771,0.3,8.09E-06,DIFF
NRROS,1.81E-09,2.799585948,0.6,0.257,6.13E-05,UP
FCGR1C,1.49E-16,2.798557974,0.7,0.071,5.05E-12,UP
SAMD9L,NA,2.794251335,0.229,0.029,NA,NO
RASAL3,2.57E-12,2.789054105,0.514,0.086,8.70E-08,UP
TRIP6,6.73E-10,2.785807141,0.486,0.086,2.28E-05,DIFF
RPS2,9.89E-34,2.784076073,1,0.871,3.35E-29,DIFF
SCIMP,6.17E-09,2.782804783,0.457,0.143,0.00020919,DIFF
KLF3,1.92E-09,2.780855186,0.814,0.143,6.49E-05,UP
GSN-AS1,1.00E-09,2.775293713,0.457,0.043,3.39E-05,DIFF
RPL19,9.94E-33,2.775021706,1,0.929,3.37E-28,DIFF
EEF1G,1.07E-15,2.765774306,0.986,0.629,3.62E-11,DIFF
RPS23,2.88E-24,2.76355409,1,0.814,9.75E-20,DIFF
ENTPD1,2.22E-13,2.762855462,0.814,0.314,7.54E-09,UP
RPL27AP6,2.71E-35,2.758674557,0.971,0.443,9.19E-31,DIFF
HPGDS,1.12E-13,2.758283793,0.886,0.257,3.81E-09,UP
IMPDH1P10,2.67E-08,2.75808502,0.557,0.171,0.000905345,DIFF
BCAT1,2.85E-11,2.756384851,0.857,0.543,9.66E-07,DIFF
PSMB8-AS1,6.95E-06,2.754887502,0.271,0.014,0.235577603,DIFF
RAC2,3.97E-11,2.752440775,0.671,0.114,1.35E-06,DIFF
FAH,1.50E-08,2.750512126,0.543,0.243,0.000508421,DIFF
ZC3H12C,1.16E-12,2.748160611,0.871,0.614,3.95E-08,DIFF
RASGRP3,1.09E-11,2.745264917,0.843,0.471,3.69E-07,DIFF
B4GALT1,2.66E-10,2.74449306,0.929,0.457,9.00E-06,UP
SLC35D2,1.88E-17,2.742145833,0.714,0.429,6.36E-13,UP
CFAP58-AS1,1.41E-06,2.736593718,0.5,0.1,0.04775312,DIFF
LGALS9,8.57E-18,2.73654857,0.914,0.114,2.90E-13,UP
TNFSF18,2.69E-08,2.734903128,0.314,0,0.00091005,DIFF
TIMP1,0.000164269,2.728004727,0.514,0.114,1,DIFF
RPL23A,4.53E-32,2.727944868,1,0.9,1.53E-27,DIFF
ANGPTL4,2.28E-07,2.725687526,0.357,0.229,0.007738561,DIFF
CDKN1A,3.58E-17,2.724820518,0.986,0.7,1.21E-12,DIFF
CMKLR1,0.000124579,2.724226482,0.5,0.171,1,UP
GNGT2,7.77E-08,2.721283972,0.329,0.014,0.002632516,DIFF
BCAR3,9.09E-10,2.720385464,0.871,0.429,3.08E-05,UP
RNVU1-19,2.90E-09,2.72022233,0.386,0.043,9.81E-05,DIFF
PLIN3,3.75E-15,2.713653724,0.757,0.429,1.27E-10,DIFF
ISG20,NA,2.712812456,0.386,0.1,NA,NO
PALD1,NA,2.709026484,0.857,0.457,NA,NO
GNA15,5.58E-12,2.707311525,0.729,0.186,1.89E-07,DIFF
HCP5,2.94E-05,2.706767338,0.214,0,0.994996371,DIFF
IFNE,0.00235069,2.702798991,0.2,0.014,1,DIFF
RPS11,7.57E-29,2.701287023,1,0.9,2.56E-24,DIFF
HAUS4,2.88E-06,2.701194463,0.457,0.1,0.097412365,DIFF
MAPKAPK2,3.04E-13,2.699729672,0.9,0.343,1.03E-08,UP
TREML1,8.73E-09,2.69726547,0.357,0,0.000295829,UP
IRF7,6.09E-06,2.678938649,0.4,0.057,0.206294562,DIFF
CERS2,1.17E-10,2.677710222,0.814,0.229,3.96E-06,DIFF
DOK1,1.18E-09,2.676801368,0.386,0.014,4.01E-05,DIFF
ZMYM6NB,1.28E-06,2.675514258,0.686,0.171,0.043410407,DIFF
TRAF3IP3,NA,2.672084481,0.271,0.071,NA,NO
MGAM,2.43E-08,2.669624898,0.329,0.1,0.000821842,DIFF
TNFSF14,NA,2.667762806,0.3,0.114,NA,NO
ITGB3,1.90E-06,2.666677151,0.386,0.157,0.064516796,DIFF
IL23A,NA,2.66360295,0.357,0.086,NA,NO
C19orf54,NA,2.662003536,0.357,0.086,NA,NO
RPL27A,2.64E-28,2.65558196,1,0.8,8.94E-24,DIFF
FTLP2,1.06E-32,2.654310547,0.871,0.2,3.59E-28,DIFF
TMEM106A,2.53E-11,2.653824359,0.429,0.043,8.56E-07,UP
RAB34,4.38E-08,2.649571582,0.629,0.071,0.001483533,DIFF
PDCD1,2.21E-06,2.648794113,0.257,0,0.074900948,DIFF
CD82,0.000523443,2.645427142,0.629,0.129,1,DIFF
TRIM5,2.92E-12,2.644519345,0.4,0.214,9.88E-08,DIFF
GSTP1,7.34E-15,2.643237207,0.986,0.5,2.49E-10,DIFF
LINC01375,7.97E-10,2.642295676,0.4,0.057,2.70E-05,UP
RPS15A,1.64E-18,2.641643193,0.986,0.686,5.54E-14,DIFF
DDX60,NA,2.633186447,0.314,0.186,NA,NO
RGS18,6.90E-06,2.625604485,0.257,0,0.233887105,UP
RPL21,5.17E-31,2.623528037,1,0.929,1.75E-26,DIFF
RPS14,1.50E-27,2.622032004,1,0.886,5.07E-23,DIFF
ZMYND15,NA,2.621956708,0.514,0.029,NA,NO
SCAMP2,4.45E-16,2.621646097,0.914,0.514,1.51E-11,UP
RNVU1-14,5.04E-13,2.618909833,0.571,0.071,1.71E-08,DIFF
IGF1,4.42E-08,2.614941658,0.486,0.086,0.001497384,UP
SERPINB9,5.24E-13,2.614650918,0.971,0.586,1.78E-08,UP
CARD9,1.54E-06,2.609151966,0.486,0.114,0.052079229,UP
RPS4X,4.62E-17,2.604836358,1,0.643,1.57E-12,DIFF
HBEGF,9.03E-08,2.603660313,0.757,0.471,0.003058108,DIFF
MYO15B,4.76E-12,2.596587826,0.543,0.214,1.61E-07,UP
CCL5,0.006041182,2.585794265,0.357,0.057,1,DIFF
EVI2B,5.21E-09,2.574718469,0.729,0.114,0.000176466,UP
KYNU,4.50E-06,2.573963502,0.5,0.357,0.152354885,UP
FTH1P11,1.34E-26,2.571156701,0.929,0.429,4.54E-22,DIFF
RNASE6,NA,2.570129703,0.757,0.043,NA,NO
ADORA3,NA,2.568686961,0.3,0.029,NA,NO
CREG1,2.10E-15,2.560631067,0.971,0.629,7.11E-11,DIFF
TNFRSF10A,2.80E-06,2.552541023,0.314,0.1,0.094991939,DIFF
SERF2,9.06E-22,2.547830921,1,0.857,3.07E-17,DIFF
MIR31HG,4.20E-06,2.547771941,0.571,0.243,0.142180365,UP
CPVL,3.47E-10,2.546365442,0.771,0.343,1.18E-05,UP
PNRC1,9.72E-21,2.541490998,1,0.8,3.29E-16,UP
PNP,7.37E-10,2.539687995,0.9,0.543,2.50E-05,DIFF
IFI27,NA,2.53963851,0.157,0.057,NA,NO
SFXN2,1.36E-07,2.531038096,0.571,0.171,0.004594686,DIFF
GBGT1,NA,2.529523514,0.357,0.057,NA,NO
DOCK2,2.26E-10,2.528035433,0.814,0.4,7.66E-06,UP
DENND1C,1.80E-09,2.524955191,0.386,0.143,6.10E-05,DIFF
SPR,0.000150478,2.521952703,0.371,0.043,1,DIFF
RPL18A,1.09E-26,2.515722689,1,0.829,3.70E-22,DIFF
TUBB6,0.000182921,2.515669862,0.571,0.229,1,DIFF
TMSB4XP1,1.40E-33,2.512611656,0.986,0.671,4.76E-29,DIFF
PMP2,0.018290033,2.511305459,0.571,0.229,1,NO
RPL35A,1.13E-26,2.510149257,1,0.914,3.84E-22,DIFF
CD300E,NA,2.508464363,0.143,0.014,NA,NO
FLJ32255,5.47E-05,2.507341604,0.243,0,1,DIFF
RPL13,5.95E-28,2.506403835,1,0.9,2.02E-23,DIFF
ITGB5,4.94E-07,2.505842375,0.9,0.329,0.016739954,UP
RPL12,1.21E-19,2.50522386,1,0.771,4.11E-15,DIFF
DAP,1.16E-10,2.504382785,0.943,0.3,3.94E-06,UP
FXYD5,2.55E-10,2.497347853,0.843,0.371,8.63E-06,NO
CRTAP,1.67E-09,2.496963675,0.829,0.414,5.64E-05,NO
RPL37,1.00E-18,2.496614369,1,0.814,3.39E-14,NO
BST2,3.02E-07,2.496517592,0.629,0.057,0.010223645,NO
RPS13,3.47E-17,2.495713971,1,0.743,1.17E-12,NO
WAS,2.52E-15,2.490497817,0.614,0.014,8.54E-11,NO
TPT1,2.13E-48,2.487706688,1,0.986,7.20E-44,NO
OSCAR,3.86E-09,2.484685272,0.586,0.143,0.000130698,NO
HLX,2.20E-06,2.484435625,0.429,0.057,0.07461467,NO
SLC50A1,1.13E-06,2.481417644,0.571,0.214,0.038257924,NO
RPL13A,1.36E-27,2.480698464,1,0.943,4.61E-23,NO
PHLDA1,8.68E-06,2.480483212,0.771,0.457,0.293941375,NO
RAB31,2.24E-13,2.478127958,1,0.586,7.59E-09,NO
FTH1P8,5.88E-29,2.477445673,0.943,0.457,1.99E-24,NO
KCNK13,4.20E-06,2.474575105,0.7,0.329,0.142349956,NO
METTL1,0.000673503,2.472935883,0.5,0.171,1,NO
GNLY,NA,2.471504451,0.314,0.029,NA,NO
DLEU7-AS1,1.99E-05,2.469485283,0.257,0.029,0.67564916,NO
CCDC23,1.97E-09,2.469269811,0.829,0.314,6.68E-05,NO
BNC2,8.67E-11,2.466216223,0.714,0.629,2.94E-06,NO
SLA,8.15E-06,2.464428835,0.586,0.129,0.276258675,NO
PDGFB,2.28E-11,2.463877524,0.929,0.471,7.73E-07,NO
PIK3R6,2.71E-09,2.463826063,0.514,0.271,9.17E-05,NO
PRRG4,5.52E-08,2.462180483,0.586,0.129,0.00186911,NO
NAGA,NA,2.461710758,0.571,0.114,NA,NO
LIMS1,8.06E-25,2.461692076,1,0.771,2.73E-20,NO
REST,7.50E-08,2.456638404,0.486,0.157,0.002541806,NO
LINC01356,6.58E-11,2.456514135,0.643,0.286,2.23E-06,NO
RHOH,0.000575799,2.452884205,0.557,0.257,1,NO
RPL29,5.87E-21,2.446741486,1,0.671,1.99E-16,NO
ROR1,NA,2.446683126,0.357,0.486,NA,NO
GNAI2,7.21E-19,2.444310837,1,0.743,2.44E-14,NO
AAED1,1.36E-08,2.443740156,0.929,0.371,0.000460229,NO
IL15RA,3.21E-05,2.439793598,0.414,0.129,1,NO
RPS6,1.84E-29,2.438106402,1,0.9,6.24E-25,NO
RPL9P8,2.20E-18,2.436698282,0.857,0.371,7.46E-14,NO
PARVG,4.14E-08,2.436062646,0.8,0.3,0.00140226,NO
DNASE2,2.02E-07,2.435184072,0.529,0.086,0.006837443,NO
CXCL12,3.93E-09,2.434340638,0.614,0.071,0.000133255,NO
RPLP1,2.49E-28,2.432509875,1,0.957,8.42E-24,NO
ALDH1A1,NA,2.430791571,0.2,0.029,NA,NO
CTDSP1,7.11E-12,2.42867841,0.686,0.071,2.41E-07,NO
CASS4,1.37E-08,2.425432671,0.529,0.214,0.00046297,NO
FAM129A,NA,2.424324423,0.7,0.271,NA,NO
RPL31,1.12E-25,2.424299534,1,0.9,3.81E-21,NO
RPS6KA1,0.000231864,2.422532036,0.714,0.271,1,NO
MTSS1,7.43E-11,2.418884688,0.886,0.729,2.52E-06,NO
CD163,0.000910676,2.418312631,0.214,0.043,1,NO
ADGRG1,3.05E-12,2.412933383,0.971,0.486,1.03E-07,NO
PPP1R14B,1.02E-09,2.411648358,0.943,0.2,3.45E-05,NO
HSD17B8,2.34E-05,2.411531556,0.314,0.043,0.794209386,NO
PIK3CG,6.87E-07,2.408951157,0.529,0.171,0.023286413,NO
TAF9,NA,2.40855477,0.871,0.5,NA,NO
LPAR6,3.34E-05,2.4058775,0.714,0.1,1,NO
MPST,5.03E-06,2.40457556,0.486,0.1,0.170518353,NO
SNX20,0.000369166,2.402098444,0.2,0,1,NO
ZFP36L1,5.04E-11,2.398870711,0.986,0.471,1.71E-06,NO
TMEM176A,3.99E-05,2.398207425,0.7,0.086,1,NO
GIMAP1,7.05E-05,2.39714734,0.2,0.014,1,NO
KLHL5,8.15E-10,2.394720792,0.943,0.457,2.76E-05,NO
RPL36A,6.44E-20,2.392804573,0.986,0.686,2.18E-15,NO
CD274,NA,2.392442099,0.571,0.071,NA,NO
IL11,NA,2.391469028,0.286,0.057,NA,NO
TYMP,9.44E-11,2.38993083,0.814,0.4,3.20E-06,NO
DDAH2,9.93E-08,2.386313689,0.943,0.243,0.003362788,NO
LGALS1,7.27E-10,2.386003649,0.871,0.414,2.46E-05,NO
ARHGEF40,NA,2.384143491,0.457,0.143,NA,NO
LINC00243,1.84E-06,2.383482765,0.214,0.114,0.062391795,NO
FAM89A,NA,2.382857094,0.457,0.029,NA,NO
SELENBP1,0.001181722,2.380457268,0.571,0.071,1,NO
ZNF572,0.000145015,2.379643593,0.557,0.229,1,NO
PSMB10,2.54E-07,2.378266079,0.843,0.286,0.008593889,NO
KCTD12,4.48E-11,2.37805673,0.957,0.286,1.52E-06,NO
CD80,2.94E-05,2.375967935,0.357,0.186,0.996102218,NO
RGS13,0.000288304,2.367173111,0.343,0.057,1,NO
GTF3C6,9.22E-13,2.366063504,0.929,0.543,3.12E-08,NO
APOBEC3C,NA,2.362570079,0.471,0.086,NA,NO
RPL3,1.43E-31,2.362532573,1,0.943,4.83E-27,NO
RPS29,3.84E-19,2.360830709,1,0.9,1.30E-14,NO
ORAI1,NA,2.359281509,0.571,0.157,NA,NO
AGTRAP,0.001394771,2.358854664,0.443,0.086,1,NO
RPL5,1.06E-23,2.354471714,1,0.929,3.59E-19,NO
PRR13,8.23E-13,2.349278583,1,0.5,2.79E-08,NO
TICAM1,1.52E-07,2.349149564,0.757,0.314,0.005151596,NO
ARHGAP4,NA,2.348542087,0.743,0.157,NA,NO
ZNF610,NA,2.343954401,0.214,0.1,NA,NO
PDK4,0.013334458,2.343363496,0.457,0.086,1,NO
TMEM251,5.10E-05,2.342795843,0.571,0.186,1,NO
SAT1,1.92E-25,2.340213125,1,0.957,6.52E-21,NO
IFNB1,NA,2.338229907,0.114,0.071,NA,NO
LINC01353,8.41E-05,2.337358135,0.314,0.014,1,NO
DIRC1,NA,2.337264405,0.186,0.086,NA,NO
NUP62,4.42E-08,2.336283388,0.786,0.229,0.001495823,NO
EDN1,3.69E-05,2.335733894,0.286,0.086,1,NO
LHFPL2,1.32E-12,2.333598672,0.943,0.7,4.46E-08,NO
GNA13,4.42E-08,2.333248631,0.971,0.7,0.00149691,NO
CLDN1,8.58E-05,2.332752869,0.4,0.1,1,NO
GBP3,5.56E-05,2.330711653,0.371,0.114,1,NO
FUOM,1.33E-07,2.329876848,0.6,0.057,0.004496263,NO
TES,1.81E-05,2.329214449,0.243,0.043,0.611787905,NO
NOP10,2.26E-10,2.328361528,0.957,0.357,7.65E-06,NO
MAN2B1,1.50E-12,2.328206541,0.871,0.529,5.09E-08,NO
HIST2H2BF,1.42E-11,2.327705104,0.929,0.571,4.81E-07,NO
CSTB,1.71E-13,2.327663082,0.986,0.657,5.80E-09,NO
RPL23AP42,7.88E-29,2.327212698,0.929,0.314,2.67E-24,NO
ALDH16A1,9.61E-13,2.327025963,0.571,0.229,3.26E-08,NO
GHRL,NA,2.325986311,0.229,0.014,NA,NO
C7orf73,4.19E-07,2.325575872,0.8,0.214,0.014191321,NO
ZC3H12A,3.64E-06,2.323282103,0.686,0.229,0.123298231,NO
C1orf162,NA,2.323195841,0.7,0.229,NA,NO
FLJ31104,3.38E-06,2.321928095,0.343,0.029,0.114634253,NO
LTA,1.17E-05,2.321928095,0.329,0.029,0.396724451,NO
CYBRD1,0.000829391,2.316214444,0.371,0.129,1,NO
ARHGAP25,1.43E-05,2.316047536,0.629,0.157,0.485656749,NO
C5orf58,1.88E-08,2.310182887,0.371,0.057,0.000636499,NO
RPS16,2.22E-20,2.309527339,1,0.843,7.52E-16,NO
UBE2F,9.32E-08,2.306965826,0.914,0.357,0.003156247,NO
TGIF2,0.000927275,2.303653036,0.471,0.029,1,NO
ABHD15,0.007371786,2.302706115,0.3,0.057,1,NO
TGFBI,NA,2.302343699,0.143,0.043,NA,NO
RRAD,6.46E-05,2.2991021,0.7,0.314,1,NO
REEP4,5.60E-05,2.298341275,0.286,0.043,1,NO
CYB561A3,8.49E-05,2.298097766,0.514,0.229,1,NO
ADM,0.002690795,2.29716019,0.386,0.057,1,NO
PTGER4,5.98E-07,2.296972397,0.757,0.386,0.020273591,NO
PSMB8,3.47E-05,2.291660655,0.486,0.114,1,NO
WASF2,1.61E-11,2.289506617,0.986,0.6,5.46E-07,NO
PLCXD3,0.21901548,2.288167689,0.457,0.371,1,NO
MAFF,1.12E-05,2.287061371,0.857,0.4,0.380643337,NO
TMEM220,NA,2.286350425,0.557,0.071,NA,NO
TSPAN33,2.13E-05,2.284631343,0.614,0.129,0.721115991,NO
BATF,0.004212657,2.283693876,0.357,0.057,1,NO
RILPL2,2.92E-12,2.282283122,0.943,0.671,9.89E-08,NO
BMF,NA,2.275133883,0.214,0.043,NA,NO
RPS12,2.23E-26,2.271979899,1,0.886,7.55E-22,NO
TP53BP2,1.60E-05,2.270808358,0.843,0.514,0.542588731,NO
EIF4EBP2,1.08E-10,2.268563719,0.829,0.514,3.65E-06,NO
RPL39,4.59E-17,2.268551411,1,0.7,1.56E-12,NO
SRC,2.66E-15,2.26702369,0.914,0.6,9.00E-11,NO
RPS27,2.49E-34,2.266969581,1,0.971,8.45E-30,NO
ADARB2,NA,2.26682429,0.557,0.571,NA,NO
COL8A2,4.65E-06,2.265994649,0.514,0.271,0.157531683,NO
MPP1,4.31E-10,2.263411327,0.871,0.557,1.46E-05,NO
RPL35,5.73E-23,2.26340507,1,0.829,1.94E-18,NO
ZNF185,0.000510436,2.26336648,0.386,0.243,1,NO
RNF166,4.88E-10,2.255955163,0.786,0.343,1.65E-05,NO
RPL8,2.18E-20,2.25493328,1,0.9,7.40E-16,NO
ACSS1,0.003760079,2.253056595,0.271,0.086,1,NO
RPS20,3.64E-21,2.25173259,1,0.9,1.23E-16,NO
ABHD14B,6.62E-09,2.247927513,0.657,0.229,0.000224257,NO
RGS16,0.00251257,2.247193482,0.729,0.214,1,NO
GRAMD1A,1.25E-11,2.245618057,0.943,0.514,4.25E-07,NO
INHBA,6.20E-07,2.240958776,0.643,0.443,0.021001151,NO
BIN1,2.89E-33,2.240212272,1,0.971,9.78E-29,NO
NFAM1,7.21E-10,2.240158539,0.471,0.214,2.44E-05,NO
ADTRP,0.039449433,2.239519476,0.514,0.114,1,NO
MRPL14,2.54E-05,2.236492618,0.929,0.314,0.860331693,NO
MIR17HG,9.76E-05,2.234851638,0.429,0.114,1,NO
