gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,color
Neat1,3.40E-09,2.747938747,0.414,0.068,0.000136674,UP
Oaf,9.98E-14,2.727571728,0.378,0.047,4.01E-09,UP
Epha2,2.54E-20,2.715461718,0.23,0.016,1.02E-15,DIFF
Plin2,7.60E-11,2.712142581,0.336,0.083,3.06E-06,UP
1110007C09Rik,7.65E-23,2.710992672,0.786,0.182,3.07E-18,UP
Eng,9.95E-40,2.710714251,0.502,0.074,4.00E-35,UP
Pbxip1,5.92E-18,2.70919615,0.608,0.117,2.38E-13,UP
Gm33699,2.67E-15,2.701318821,0.248,0.027,1.07E-10,UP
Tlr3,4.57E-11,2.69909392,0.207,0.029,1.84E-06,UP
Cnn2,9.54E-12,2.695793353,0.216,0.027,3.84E-07,DIFF
Nfkbid,1.37E-16,2.691391706,0.694,0.205,5.51E-12,DIFF
Sult1a1,1.54E-18,2.690258518,0.514,0.068,6.21E-14,UP
Gna13,1.32E-34,2.687182385,0.892,0.372,5.31E-30,UP
Cdh23,1.26E-38,2.678362742,0.509,0.239,5.06E-34,UP
Tgfbr2,3.37E-16,2.676664084,0.725,0.167,1.36E-11,UP
Ppfibp2,2.67E-15,2.671870566,0.333,0.09,1.07E-10,UP
Fam212a,3.04E-14,2.671466958,0.223,0.016,1.22E-09,UP
Itpripl2,5.80E-22,2.649712876,0.261,0.011,2.33E-17,DIFF
Gm34836,1.07E-13,2.649201847,0.421,0.059,4.31E-09,UP
Alox5,4.59E-10,2.648451327,0.25,0.047,1.85E-05,UP
Trim12a,2.59E-25,2.646968802,0.255,0.041,1.04E-20,UP
Rasgef1b,2.48E-17,2.631246899,0.687,0.149,9.96E-13,UP
Pnp,4.69E-19,2.625165305,0.793,0.117,1.89E-14,UP
Ctso,1.91E-14,2.623805133,0.507,0.097,7.70E-10,UP
Mapkapk3,7.41E-11,2.623562788,0.378,0.079,2.98E-06,DIFF
Nrm,1.60E-09,2.613281446,0.365,0.052,6.42E-05,UP
Ehd4,1.12E-17,2.608882723,0.768,0.209,4.51E-13,UP
Baz1a,3.04E-24,2.602215062,0.64,0.293,1.22E-19,UP
H2-Q7,2.27E-23,2.600702071,0.279,0.005,9.13E-19,DIFF
Cmklr1,3.05E-31,2.596681437,0.342,0.025,1.22E-26,UP
Lmo2,2.93E-21,2.585781434,0.872,0.212,1.18E-16,DIFF
Sat1,1.14E-52,2.583024696,0.993,0.572,4.59E-48,UP
H2-DMa,2.20E-20,2.579571761,0.761,0.227,8.86E-16,UP
Akna,9.76E-19,2.563513446,0.561,0.092,3.93E-14,UP
Naip2,3.04E-19,2.561750322,0.243,0.041,1.22E-14,UP
Irak4,4.23E-14,2.558461685,0.185,0.014,1.70E-09,UP
Tmem243,2.31E-27,2.551020529,0.833,0.185,9.28E-23,UP
Gal3st4,8.70E-12,2.549758499,0.568,0.124,3.50E-07,UP
Gm29868,6.86E-13,2.547251335,0.209,0.018,2.76E-08,DIFF
Ier5,3.53E-24,2.542847323,0.894,0.365,1.42E-19,UP
Arhgap4,1.32E-11,2.538248306,0.444,0.108,5.32E-07,UP
Lrrc3,5.74E-16,2.528740505,0.477,0.077,2.31E-11,UP
A630033H20Rik,1.20E-10,2.528465037,0.146,0.007,4.84E-06,DIFF
Rin2,8.45E-26,2.523044892,0.84,0.471,3.40E-21,UP
Il16,9.29E-12,2.516041149,0.437,0.135,3.73E-07,UP
Apbb1ip,2.84E-29,2.50925863,0.894,0.243,1.14E-24,UP
Maff,4.93E-24,2.508425768,0.664,0.155,1.98E-19,DIFF
Cotl1,5.18E-41,2.496516792,0.973,0.464,2.08E-36,NO
Gpx1,4.17E-47,2.481277736,0.995,0.583,1.68E-42,NO
Cnp,4.65E-21,2.477787927,0.795,0.34,1.87E-16,NO
Tgm2,4.83E-13,2.472439092,0.613,0.187,1.94E-08,NO
Gbp7,6.13E-09,2.4639743,0.345,0.034,0.000246468,NO
Nes,3.93E-10,2.452249894,0.149,0.009,1.58E-05,NO
Galnt12,5.21E-07,2.447907378,0.338,0.083,0.020968763,NO
Prex1,4.70E-25,2.435712494,0.833,0.264,1.89E-20,NO
1700011L22Rik,2.09E-08,2.433091498,0.275,0.041,0.000840495,NO
Kcnk13,3.45E-11,2.43305512,0.617,0.209,1.39E-06,NO
Ier3,1.73E-13,2.429682156,0.73,0.225,6.98E-09,NO
Ticam2,7.87E-20,2.420280491,0.275,0.122,3.17E-15,NO
Lgmn,3.79E-66,2.408094606,0.998,0.833,1.52E-61,NO
Fmo5,7.17E-12,2.404061245,0.18,0.023,2.88E-07,NO
Gm15427,5.93E-175,2.394854176,0.993,0.734,2.39E-170,NO
Rel,3.53E-18,2.393519698,0.741,0.313,1.42E-13,NO
Cpt1a,3.90E-08,2.392803806,0.327,0.07,0.001567455,NO
Smim1,4.27E-10,2.385088641,0.327,0.045,1.72E-05,NO
C5ar2,6.92E-22,2.384473181,0.295,0.011,2.78E-17,NO
Ldlrap1,1.25E-14,2.383814572,0.189,0.023,5.02E-10,NO
Armc3,8.87E-26,2.37523472,0.378,0.185,3.56E-21,NO
Vamp5,5.46E-18,2.370599828,0.277,0.054,2.19E-13,NO
Fth1,4.64E-179,2.36840486,1,0.998,1.86E-174,NO
Rpl18a,2.76E-164,2.350656237,1,0.944,1.11E-159,NO
Cd79b,6.25E-09,2.346413904,0.14,0,0.000251294,NO
Cebpb,9.86E-23,2.342443139,0.858,0.394,3.96E-18,NO
Rassf4,9.06E-10,2.342335215,0.435,0.086,3.64E-05,NO
Rps12,3.08E-73,2.333501058,0.998,0.755,1.24E-68,NO
Epb4.1l2,1.22E-40,2.324264221,0.989,0.628,4.91E-36,NO
Relb,3.75E-18,2.316566571,0.685,0.282,1.51E-13,NO
Ston2,2.87E-33,2.310641019,0.739,0.601,1.15E-28,NO
Abhd4,1.22E-13,2.305278656,0.691,0.2,4.90E-09,NO
Pdgfb,1.37E-13,2.29580271,0.66,0.227,5.51E-09,NO
Gm9843,3.37E-194,2.295347496,1,0.734,1.36E-189,NO
Rgs10,1.24E-30,2.294036012,1,0.455,4.97E-26,NO
Prr5l,1.58E-13,2.287357071,0.376,0.151,6.36E-09,NO
Lag3,6.39E-50,2.286275785,0.554,0.009,2.57E-45,NO
Gng5,1.53E-35,2.285741557,0.977,0.428,6.16E-31,NO
Mcl1,1.47E-30,2.27647682,0.959,0.644,5.93E-26,NO
Gpr37l1,1.86E-09,2.272150786,0.583,0.155,7.49E-05,NO
Guca1a,2.23E-17,2.262125294,0.232,0.02,8.96E-13,NO
Gab1,4.90E-09,2.257957611,0.446,0.135,0.000197224,NO
Epsti1,1.27E-38,2.256894209,0.507,0.351,5.09E-34,NO
Aldh3b1,3.43E-08,2.2567797,0.266,0.043,0.001378357,NO
Elf1,7.06E-17,2.25161856,0.662,0.333,2.84E-12,NO
Ctla2b,7.91E-08,2.251343795,0.131,0,0.003182601,NO
Myo18b,4.38E-11,2.250543462,0.376,0.088,1.76E-06,NO
Glul,2.41E-65,2.245762255,1,0.811,9.71E-61,NO
Slc38a3,3.09E-07,2.242995218,0.241,0.074,0.012412702,NO
Gbgt1,5.67E-20,2.242607835,0.266,0.099,2.28E-15,NO
Ntpcr,3.14E-18,2.241461076,0.833,0.261,1.26E-13,NO
S1pr1,8.27E-08,2.23551025,0.55,0.131,0.003323665,NO
Padi2,2.33E-13,2.233090336,0.529,0.126,9.39E-09,NO
Mmp2,8.92E-07,2.231585412,0.119,0.007,0.035878963,NO
Rhob,3.13E-35,2.220989704,0.935,0.523,1.26E-30,NO
Mavs,3.56E-07,2.215288117,0.205,0.018,0.014309384,NO
Btg2,1.39E-17,2.211790732,0.883,0.381,5.60E-13,NO
Csf2rb2,2.29E-11,2.211540699,0.169,0.009,9.22E-07,NO
Rad51b,8.10E-17,2.210658793,0.464,0.304,3.26E-12,NO
Tes,1.35E-06,2.209748727,0.255,0.036,0.054446341,NO
Fndc7,1.38E-36,2.206272756,0.453,0.259,5.54E-32,NO
E230029C05Rik,3.16E-13,2.206061776,0.655,0.117,1.27E-08,NO
Ermn,0.061135507,2.194415656,0.119,0.018,1,NO
Copz2,1.50E-11,2.192752931,0.376,0.077,6.03E-07,NO
Chd7,9.31E-14,2.192044416,0.75,0.36,3.74E-09,NO
Gnai2,1.69E-54,2.191783519,1,0.716,6.79E-50,NO
Itpripl1,2.01E-12,2.191458163,0.225,0.018,8.06E-08,NO
Mob1a,1.71E-17,2.191182958,0.757,0.313,6.89E-13,NO
Rps29,3.30E-151,2.186462601,1,0.977,1.33E-146,NO
Nek6,1.15E-14,2.186413124,0.775,0.234,4.63E-10,NO
Il1rl2,1.41E-07,2.185386047,0.169,0.047,0.005661374,NO
Cmtm5,3.93E-13,2.184990787,0.595,0.273,1.58E-08,NO
Fblim1,2.55E-11,2.183277203,0.351,0.133,1.03E-06,NO
Lgi4,1.58E-06,2.18242677,0.23,0.036,0.063604539,NO
Egr2,1.24E-09,2.177117166,0.507,0.135,5.00E-05,NO
Fam107b,3.26E-10,2.17367785,0.556,0.142,1.31E-05,NO
Gm34288,2.95E-11,2.169925001,0.176,0,1.19E-06,NO
Tax1bp3,6.32E-16,2.168382837,0.579,0.047,2.54E-11,NO
Rps20,2.11E-65,2.168324272,0.991,0.755,8.47E-61,NO
Ifnar2,3.17E-21,2.16791521,0.838,0.313,1.28E-16,NO
Fermt3,7.50E-81,2.167572238,0.998,0.968,3.02E-76,NO
Mal,0.002515235,2.1606313,0.133,0.056,1,NO
Gm10116,1.38E-142,2.158048821,0.923,0.309,5.55E-138,NO
H2-D1,1.30E-22,2.157906499,0.921,0.475,5.22E-18,NO
Cndp2,6.63E-22,2.156980393,0.894,0.358,2.67E-17,NO
Rplp0,9.58E-58,2.154001003,0.998,0.773,3.85E-53,NO
H2-K2,4.21E-08,2.153925012,0.471,0.119,0.001691255,NO
Gm14303,4.74E-159,2.152267784,0.995,0.77,1.91E-154,NO
Sh3bp2,6.77E-11,2.151371776,0.446,0.059,2.72E-06,NO
Pip4k2a,1.65E-19,2.14357806,0.923,0.475,6.65E-15,NO
Olfml2b,4.57E-06,2.142671392,0.133,0.027,0.183794381,NO
Plekhf2,7.24E-06,2.142670666,0.439,0.135,0.291182527,NO
Tmem204,4.74E-05,2.140837423,0.23,0.034,1,NO
Tmem86a,3.35E-11,2.135103888,0.673,0.191,1.35E-06,NO
Ddah2,7.26E-11,2.133775998,0.475,0.088,2.92E-06,NO
St3gal6,1.00E-18,2.132740982,0.93,0.378,4.04E-14,NO
Dhrs3,3.10E-11,2.131936548,0.604,0.124,1.24E-06,NO
Tnfrsf17,2.03E-12,2.127606439,0.2,0.018,8.18E-08,NO
Ftl2,2.51E-92,2.127517663,0.984,0.669,1.01E-87,NO
Phf11b,1.96E-08,2.126878062,0.14,0.005,0.000788967,NO
Actb,2.64E-120,2.125785549,1,0.98,1.06E-115,NO
P2rx1,4.39E-07,2.121015401,0.113,0.005,0.017645807,NO
Gm36738,1.69E-14,2.120456325,0.218,0.002,6.78E-10,NO
Plekha2,3.55E-11,2.119388053,0.468,0.196,1.43E-06,NO
Tcirg1,1.67E-07,2.116596627,0.716,0.232,0.006712554,NO
Rps23,1.22E-81,2.11326792,1,0.842,4.89E-77,NO
Pmepa1,1.72E-30,2.104226943,0.964,0.538,6.91E-26,NO
Pfn1,1.88E-49,2.097156201,1,0.813,7.54E-45,NO
Rps9,4.18E-74,2.094653545,1,0.829,1.68E-69,NO
Pim1,4.37E-17,2.0941004,0.565,0.338,1.76E-12,NO
Hmox1,2.69E-05,2.087295776,0.378,0.092,1,NO
Eva1b,3.99E-13,2.083564717,0.23,0.025,1.61E-08,NO
Sp140,9.01E-26,2.081280688,0.313,0.081,3.62E-21,NO
Slco1c1,7.25E-06,2.081014688,0.182,0.043,0.291689184,NO
Serpinf1,3.28E-07,2.077936655,0.482,0.081,0.013188137,NO
Hadh,1.48E-10,2.077767229,0.554,0.218,5.95E-06,NO
Pold4,3.33E-17,2.070343173,0.741,0.239,1.34E-12,NO
Rpl32,2.07E-65,2.06606177,0.995,0.833,8.32E-61,NO
Lyl1,3.36E-16,2.063725598,0.257,0.007,1.35E-11,NO
Rplp1,2.53E-93,2.057792183,1,0.914,1.02E-88,NO
F9,1.26E-05,2.049630768,0.117,0.007,0.506476123,NO
Nfkbiz,9.24E-13,2.036269125,0.836,0.455,3.71E-08,NO
Gm30327,1.83E-10,2.02713613,0.187,0.034,7.37E-06,NO
A430093F15Rik,2.98E-10,2.02687402,0.227,0.036,1.20E-05,NO
Spidr,6.17E-20,2.026225428,0.525,0.419,2.48E-15,NO
Acvrl1,6.21E-07,2.023952322,0.124,0.009,0.024953072,NO
E230013L22Rik,3.36E-31,2.023367255,0.369,0,1.35E-26,NO
Gjb6,4.61E-06,2.022166465,0.369,0.081,0.185548106,NO
Tspan14,3.34E-10,2.018728455,0.682,0.241,1.34E-05,NO
Vasp,2.05E-13,2.014222617,0.676,0.2,8.24E-09,NO
Eef1a1,1.62E-82,2.012221848,1,0.948,6.52E-78,NO
Rasa4,8.43E-09,2.007521075,0.511,0.128,0.000338834,NO
Itpr2,1.44E-13,2.004956279,0.75,0.363,5.79E-09,NO
Nde1,4.05E-07,2.003076766,0.419,0.149,0.0162733,NO
Man2b1,4.39E-16,2.000792174,0.921,0.482,1.76E-11,NO
Gatm,2.26E-09,2.000318957,0.68,0.149,9.09E-05,NO
Ly6e,8.88E-36,1.999716228,0.984,0.696,3.57E-31,NO
Mcur1,6.14E-09,1.995933105,0.685,0.221,0.000247006,NO
Slc1a3,4.97E-15,1.99549773,0.867,0.444,2.00E-10,NO
Itpkb,1.86E-08,1.993813856,0.484,0.126,0.000747447,NO
Ptgr1,4.37E-09,1.990610713,0.16,0.007,0.0001759,NO
Rnaset2a,3.56E-43,1.983837844,0.991,0.682,1.43E-38,NO
2610528A11Rik,7.57E-05,1.983585088,0.255,0.036,1,NO
Plcb2,2.35E-05,1.982362463,0.309,0.029,0.943965507,NO
Fam105a,7.29E-11,1.980276047,0.745,0.273,2.93E-06,NO
Marcks,4.24E-48,1.975976073,0.998,0.782,1.71E-43,NO
Fhl3,1.28E-18,1.972532679,0.275,0.043,5.13E-14,NO
Slc16a6,4.63E-06,1.970679894,0.419,0.122,0.18626865,NO
Scamp2,1.50E-20,1.967443298,0.896,0.55,6.05E-16,NO
Krcc1,8.35E-10,1.960448246,0.68,0.198,3.36E-05,NO
Gm2a,1.37E-15,1.958981114,0.912,0.396,5.50E-11,NO
Frmd8,2.09E-21,1.957790701,0.727,0.651,8.40E-17,NO
Tmem52,4.30E-05,1.957002595,0.124,0.016,1,NO
Rps14,3.49E-83,1.954239682,1,0.912,1.40E-78,NO
Rnaset2b,6.64E-31,1.952644772,0.977,0.446,2.67E-26,NO
Rap1b,9.44E-23,1.952403365,0.982,0.696,3.80E-18,NO
Rps27,2.22E-86,1.95181944,0.998,0.941,8.91E-82,NO
Aim2,3.56E-09,1.949923128,0.559,0.169,0.000143321,NO
Il33,1.67E-06,1.947750461,0.378,0.162,0.067147137,NO
Gm34589,0.00018062,1.946537712,0.117,0.011,1,NO
Rab8b,4.92E-18,1.945572113,0.878,0.453,1.98E-13,NO
Sh3bgrl3,1.98E-29,1.944608122,0.993,0.637,7.95E-25,NO
Commd8,1.20E-16,1.942636137,0.908,0.394,4.84E-12,NO
Phgdh,5.84E-15,1.942588248,0.815,0.245,2.35E-10,NO
Hn1l,3.01E-05,1.940048063,0.297,0.104,1,NO
Plcb3,1.05E-05,1.938024984,0.369,0.119,0.422124086,NO
Ptgs1,1.34E-12,1.935163122,0.899,0.34,5.41E-08,NO
Crlf3,3.17E-10,1.934431018,0.691,0.286,1.27E-05,NO
Tmem159,1.42E-05,1.930934264,0.295,0.052,0.571313796,NO
Cd302,1.20E-12,1.928805458,0.784,0.338,4.81E-08,NO
Fau,5.16E-78,1.928771652,0.998,0.887,2.08E-73,NO
Plxnb2,1.16E-07,1.920925421,0.646,0.223,0.004677123,NO
Plod1,3.66E-06,1.919250928,0.583,0.205,0.147056443,NO
Pnpla7,7.61E-12,1.917948923,0.635,0.345,3.06E-07,NO
Pld1,8.72E-07,1.917677505,0.534,0.205,0.035085398,NO
Pctp,0.000439888,1.915223773,0.14,0.009,1,NO
Ppap2b,1.79E-10,1.910108918,0.667,0.282,7.21E-06,NO
Swap70,1.54E-12,1.907028501,0.712,0.419,6.18E-08,NO
Lefty1,1.15E-05,1.903912896,0.119,0.002,0.46186261,NO
Hexa,2.80E-35,1.892226076,0.989,0.757,1.13E-30,NO
Ppp1r1b,1.98E-06,1.890920387,0.43,0.11,0.079724847,NO
Ptbp3,5.03E-12,1.879337363,0.793,0.403,2.02E-07,NO
Il4ra,5.60E-06,1.872315911,0.5,0.088,0.22514462,NO
Gm35887,6.45E-06,1.87200788,0.122,0.007,0.259182007,NO
Mob3c,2.76E-06,1.866752882,0.484,0.191,0.111011111,NO
Tnfrsf12a,4.87E-10,1.866469021,0.655,0.295,1.96E-05,NO
Anxa4,1.50E-06,1.864133422,0.405,0.131,0.060265589,NO
Agtrap,0.000291129,1.862308473,0.288,0.077,1,NO
Timp4,1.33E-13,1.861855054,0.631,0.387,5.35E-09,NO
Itga6,1.57E-09,1.861380424,0.637,0.216,6.30E-05,NO
Pon2,2.23E-08,1.859256798,0.678,0.151,0.000895703,NO
Ormdl2,1.01E-06,1.856387287,0.439,0.128,0.040720885,NO
Rps19,2.56E-66,1.845929319,0.998,0.89,1.03E-61,NO
Rps4x,4.88E-36,1.843187413,0.995,0.721,1.96E-31,NO
Tapbp,1.46E-12,1.842155257,0.806,0.394,5.85E-08,NO
Naip6,4.90E-07,1.839717429,0.122,0.032,0.019709552,NO
Rps11,8.19E-49,1.825555227,0.998,0.842,3.29E-44,NO
Slc9a3r1,1.18E-10,1.823969636,0.714,0.194,4.76E-06,NO
Pdlim2,2.75E-05,1.822194475,0.293,0.038,1,NO
Clic4,3.47E-10,1.820169119,0.802,0.401,1.40E-05,NO
Pabpc1,4.12E-27,1.818201007,0.995,0.768,1.65E-22,NO
Rpl23a,3.01E-56,1.817925749,1,0.847,1.21E-51,NO
Ccnd1,4.18E-08,1.807157116,0.459,0.09,0.001680665,NO
Cd63,1.46E-22,1.806936062,0.968,0.543,5.88E-18,NO
Tnfsf12,9.88E-30,1.806737726,0.561,0.077,3.97E-25,NO
Slc16a3,2.44E-11,1.805698556,0.198,0.023,9.79E-07,NO
Atox1,2.20E-28,1.805384935,0.986,0.606,8.84E-24,NO
Txnrd1,1.71E-14,1.801447999,0.872,0.586,6.90E-10,NO
Skil,7.59E-11,1.799292101,0.851,0.489,3.05E-06,NO
Mlc1,1.26E-06,1.798531318,0.509,0.171,0.050526664,NO
Rps3a1,7.27E-44,1.797055632,0.998,0.842,2.92E-39,NO
Taldo1,1.58E-18,1.796815931,0.966,0.579,6.34E-14,NO
Disc1,3.26E-07,1.793001613,0.507,0.18,0.013114653,NO
Apoe,3.75E-35,1.789702116,0.991,0.82,1.51E-30,NO
Ralb,1.52E-11,1.788239445,0.82,0.324,6.10E-07,NO
Lsp1,0.004200179,1.785254052,0.338,0.036,1,NO
Rps10,2.86E-46,1.779717884,0.995,0.768,1.15E-41,NO
Rps25,3.12E-68,1.778545241,1,0.932,1.25E-63,NO
Lap3,3.92E-10,1.778427853,0.851,0.394,1.58E-05,NO
Gm8730,8.35E-71,1.776208941,0.901,0.405,3.36E-66,NO
Rpl37a,1.92E-72,1.775963206,1,0.932,7.73E-68,NO
Gng12,2.93E-12,1.769725991,0.833,0.401,1.18E-07,NO
Slc39a12,6.14E-07,1.768435933,0.275,0.095,0.024692746,NO
Gm5905,3.69E-63,1.767610912,0.955,0.396,1.48E-58,NO
Rnf19b,1.67E-15,1.76517396,0.899,0.574,6.70E-11,NO
Gm33858,5.59E-05,1.76465959,0.113,0.002,1,NO
Csrnp1,1.85E-08,1.763781143,0.599,0.214,0.000742945,NO
Trib1,3.02E-06,1.760728031,0.691,0.257,0.121326133,NO
Lxn,2.56E-07,1.760335428,0.543,0.151,0.010309164,NO
Tmem141,2.05E-09,1.755394268,0.66,0.207,8.26E-05,NO
Slc12a7,7.77E-12,1.754364578,0.164,0.086,3.12E-07,NO
Edem1,3.78E-13,1.754253284,0.869,0.577,1.52E-08,NO
Tapbpl,7.26E-07,1.749325298,0.313,0.115,0.029198785,NO
Ppp1r14b,2.09E-22,1.748302197,0.932,0.491,8.41E-18,NO
Rplp2,3.43E-47,1.745638213,0.998,0.881,1.38E-42,NO
Rgs19,2.53E-07,1.745099631,0.791,0.275,0.010175427,NO
Agpat2,7.40E-05,1.744512403,0.158,0.027,1,NO
S100a16,2.80E-10,1.741607703,0.741,0.27,1.13E-05,NO
Zcchc24,2.21E-06,1.740044166,0.561,0.214,0.088992888,NO
Nfkb1,1.01E-15,1.739109421,0.919,0.676,4.06E-11,NO
Phf11d,7.66E-06,1.73427901,0.176,0.068,0.308085798,NO
Tagap,7.30E-18,1.731877199,0.739,0.624,2.94E-13,NO
Acsbg1,5.53E-12,1.731711685,0.782,0.453,2.23E-07,NO
Rpl13,3.94E-59,1.72891869,1,0.944,1.58E-54,NO
Jun,8.94E-14,1.72490065,0.937,0.642,3.59E-09,NO
Slc12a4,0.000108035,1.72166227,0.273,0.088,1,NO
Ifi30,6.96E-07,1.718825059,0.554,0.182,0.027990765,NO
Serinc3,6.94E-39,1.712501707,1,0.948,2.79E-34,NO
Rpl13a,4.96E-79,1.712414444,1,0.953,1.99E-74,NO
Suclg2,4.17E-08,1.710970386,0.556,0.252,0.00167711,NO
Lhfpl2,1.27E-07,1.704674224,0.527,0.189,0.005099012,NO
Wasf2,3.99E-13,1.695572078,0.917,0.444,1.60E-08,NO
Gm32164,4.75E-05,1.695145418,0.207,0.034,1,NO
Sh3glb1,4.01E-31,1.695035076,0.993,0.809,1.61E-26,NO
Akip1,0.000201732,1.694669242,0.403,0.083,1,NO
Ermap,1.30E-12,1.694586992,0.221,0.106,5.21E-08,NO
Rpl7,1.14E-30,1.694272821,0.991,0.73,4.59E-26,NO
Rps27l,7.85E-13,1.690158947,0.919,0.392,3.16E-08,NO
Bmp2k,6.00E-12,1.688899688,0.822,0.475,2.41E-07,NO
Gm6977,1.73E-87,1.687572922,0.944,0.518,6.95E-83,NO
S100a1,2.91E-15,1.687566756,0.856,0.39,1.17E-10,NO
Lhx2,2.97E-08,1.686234954,0.568,0.191,0.001194772,NO
Lamb2,0.001172298,1.683152052,0.115,0.029,1,NO
Acaa2,3.29E-05,1.678561375,0.55,0.212,1,NO
Pdlim5,5.87E-05,1.67786812,0.57,0.209,1,NO
Gm12164,3.26E-93,1.67747464,0.827,0.266,1.31E-88,NO
Gmip,2.77E-08,1.677134224,0.667,0.27,0.001111973,NO
Zfp217,5.88E-20,1.676922805,0.304,0.196,2.37E-15,NO
Prdm1,0.003503738,1.676148203,0.392,0.122,1,NO
Fez2,2.32E-12,1.671770643,0.887,0.369,9.31E-08,NO
Elovl1,6.00E-06,1.67166763,0.495,0.207,0.241467661,NO
Elk3,3.69E-09,1.671539255,0.671,0.297,0.000148515,NO
Stxbp3a,1.38E-05,1.666124052,0.626,0.243,0.556108397,NO
Fcgr4,1.47E-43,1.665053353,0.64,0.309,5.93E-39,NO
S100a13,1.28E-11,1.660100284,0.739,0.264,5.16E-07,NO
Lpar5,4.21E-05,1.659013071,0.113,0.016,1,NO
Pla2g16,0.000137954,1.657697963,0.412,0.101,1,NO
Trex1,5.81E-07,1.656993649,0.59,0.309,0.023367724,NO
Rps5,5.01E-31,1.655609249,0.986,0.741,2.02E-26,NO
Kcnj10,5.39E-05,1.653709364,0.394,0.113,1,NO
Dhrs4,3.28E-05,1.652625814,0.356,0.09,1,NO
Rrbp1,4.71E-17,1.651470785,0.973,0.727,1.90E-12,NO
Gja1,0.001752488,1.651146927,0.345,0.106,1,NO
Btg1,2.04E-15,1.650809121,0.975,0.635,8.22E-11,NO
Carhsp1,0.000730489,1.649376068,0.394,0.101,1,NO
Creg1,3.67E-14,1.648976087,0.941,0.455,1.47E-09,NO
Fam107a,1.81E-13,1.646456044,0.856,0.5,7.27E-09,NO
Ifi27,9.90E-06,1.646417706,0.66,0.223,0.39814,NO
Notch2,6.15E-07,1.645043105,0.511,0.164,0.024744634,NO
Rftn2,6.94E-07,1.644822566,0.36,0.155,0.027908921,NO
Gm4149,3.21E-63,1.644354444,0.946,0.505,1.29E-58,NO
Smad3,9.63E-07,1.642757961,0.664,0.232,0.03871194,NO
Rps28,2.40E-42,1.641357761,1,0.86,9.65E-38,NO
Rps3,1.02E-38,1.640339442,0.995,0.854,4.11E-34,NO
Klf10,0.000302327,1.639578921,0.477,0.158,1,NO
Hmgb2,2.63E-11,1.639327208,0.703,0.203,1.06E-06,NO
Mapkapk2,7.14E-11,1.639218879,0.847,0.457,2.87E-06,NO
Adtrp,9.77E-07,1.637865583,0.137,0.018,0.039295132,NO
Parp14,2.85E-09,1.637721404,0.516,0.248,0.000114522,NO
Tmem100,0.000597263,1.63736799,0.403,0.072,1,NO
Arrb2,2.57E-16,1.636657502,0.874,0.394,1.03E-11,NO
Mobp,4.63E-07,1.632178333,0.723,0.455,0.018608912,NO
Trim12c,7.80E-06,1.631436931,0.124,0.007,0.313559821,NO
Npl,1.50E-08,1.629778819,0.579,0.198,0.000603204,NO
Cyb561a3,1.48E-07,1.627986545,0.577,0.221,0.005959647,NO
Gstm1,6.54E-16,1.625633361,0.932,0.583,2.63E-11,NO
Hepacam,1.46E-05,1.625142132,0.455,0.162,0.585843579,NO
Ptk2b,2.58E-10,1.624105492,0.858,0.565,1.04E-05,NO
Gm10076,3.65E-72,1.621291274,0.975,0.689,1.47E-67,NO
Blvrb,1.60E-06,1.619913218,0.669,0.245,0.064233353,NO
Pirb,3.50E-06,1.619727919,0.176,0.036,0.140937989,NO
Rpl10,5.60E-41,1.617853406,0.998,0.86,2.25E-36,NO
Ehd1,2.17E-05,1.614315332,0.599,0.293,0.871532645,NO
Etnppl,0.035880498,1.613211978,0.239,0.05,1,NO
Trim25,3.91E-12,1.612030744,0.277,0.176,1.57E-07,NO
Def6,1.10E-05,1.611391283,0.313,0.126,0.443780381,NO
Smox,8.17E-10,1.608691359,0.878,0.448,3.29E-05,NO
Tpm4,1.33E-07,1.607653988,0.714,0.331,0.005337778,NO
Fabp7,1.04E-06,1.604193409,0.538,0.113,0.041923205,NO
Aldh1l1,0.000144198,1.601691383,0.543,0.169,1,NO
Cd164,1.45E-09,1.601091845,0.937,0.565,5.82E-05,NO
Mfge8,0.000216708,1.598771523,0.55,0.182,1,NO
6330407A03Rik,5.16E-06,1.596827723,0.14,0,0.207621694,NO
Fam110a,0.000227447,1.596212519,0.437,0.122,1,NO
Serp1,1.69E-07,1.595833716,0.919,0.441,0.006785867,NO
Mbp,2.27E-15,1.591974413,0.959,0.786,9.12E-11,NO
Ttf2,3.43E-06,1.591056259,0.162,0.074,0.137898592,NO
Cdkn1c,0.004795843,1.58936768,0.279,0.043,1,NO
Gamt,0.000535243,1.588002955,0.315,0.074,1,NO
Mmd2,2.54E-09,1.587466848,0.779,0.394,0.000102062,NO
Nfkbib,1.00E-13,1.587308627,0.876,0.52,4.03E-09,NO
Tmbim1,0.000530904,1.586869566,0.345,0.124,1,NO
Mb21d1,0.000303783,1.5854438,0.318,0.061,1,NO
Jup,3.28E-08,1.581820274,0.552,0.18,0.001317365,NO
Cstb,1.23E-14,1.580698218,0.912,0.514,4.96E-10,NO
Nrp2,0.00012082,1.579760246,0.498,0.203,1,NO
Arhgdia,6.63E-24,1.579555767,0.998,0.795,2.67E-19,NO
Sirpa,1.40E-20,1.574657961,0.975,0.795,5.65E-16,NO
Rassf2,1.80E-05,1.568764683,0.664,0.198,0.725568877,NO
